Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
One Season,https://www.crunchbase.com/organization/one-season,Sports,"San Francisco, California, United States",OneSeason is a virtual sports trading website containing social features for collaboration and information for sports fans.,"33,142",06/01/2007,Closed,2,Sports,1,1-10,01/21/2009,"$3,500,000","$3,750,000",3,Series A,http://www.oneseason.com,2
retickr,https://www.crunchbase.com/organization/retickr,"Media and Entertainment, Internet Services, Content and Publishing","Chattanooga, Tennessee, United States","retickr is a personalized news service that enables its users to find, deliver, and share news updates, posts, and stories.","33,245",03/01/2011,Closed,4,"Social Media, News",4,1-10,02/23/2012,"$1,500,000","$1,550,000",1,Series A,http://www.retickr.com,2
Chip Path Design Systems,https://www.crunchbase.com/organization/chip-path-design-systems,"Real Estate, Internet Services, Design","Cupertino, California, United States","FPGA, FPASSP and SOC web portals to do chip architectures; e.g. searching, selecting and comparing FPGA devices from different vendors.","33,467",01/01/2010,Closed,3,"Architecture, Product Design, Online Portals",1,11-50,10/09/2013,"$4,902,818","$4,902,818",1,Series A,http://www.chippath.com,1
The Point,https://www.crunchbase.com/organization/the-point,"Commerce and Shopping, Software, Internet Services","Chicago, Illinois, United States",The Point helps individuals find solutions for issues collectively.,"33,637",01/01/2007,Closed,21,"Marketplace, Web Browsers, E-Commerce",1,10001+,02/01/2008,"$4,800,000","$7,300,000",1,Series A,http://www.thepoint.com,2
College Tonight,https://www.crunchbase.com/organization/collegetonight,Mobile,"Los Angeles, California, United States",College Tonight is a social media company that develops and operates various properties focused on the college demographic.,"33,764",01/01/2008,Closed,12,"Universities, Mobile",,1-10,07/01/2008,"$1,644,500","$2,244,500",,Series A,http://www.collegetonightinc.com,2
FamilyFinds,https://www.crunchbase.com/organization/familyfinds,"Information Technology, Food and Beverage, Internet Services, Messaging and Telecommunications","Santa Monica, California, United States","FamilyFinds is an online promotions site that sends emails of daily deals for family-friendly activities, restaurants, and services.","33,898",03/01/2010,Closed,4,"Restaurants, Email, Online Portals",1,11-50,12/01/2010,"$5,750,000","$5,750,000",1,Series A,http://www.familyfinds.com,1
LikeList,https://www.crunchbase.com/organization/likelist,"Commerce and Shopping, Community and Lifestyle, Internet Services","Sunnyvale, California, United States",LikeList is a word-of-mouth service that enables consumers to share and discover trusted local businesses.,"34,099",01/01/2008,Closed,4,"Private Social Networking, Search Engine, Coupons, Local",2,11-50,12/15/2009,"$5,000,000","$5,000,000",1,Series A,http://www.likelist.com,1
Sidecar.me,https://www.crunchbase.com/organization/sidecar-me,"Apps, Software, Internet Services","San Francisco, California, United States",Sidecar facilitates mobile communication by enhancing phone call communication.,"34,460",05/01/2010,Closed,1,"Apps, Web Hosting",2,1-10,02/28/2011,"$4,500,000","$5,100,000",4,Series A,http://www.sidecar.me,2
Workstreamer,https://www.crunchbase.com/organization/workstreamr,"Media and Entertainment, Software, Internet Services","Austin, Texas, United States","Workstreamer is a business listening platform that delivers relevant, real-time information to business professionals.","34,625",10/01/2009,Closed,5,"Enterprise Software, Real Time, Social Media",3,11-50,07/27/2010,"$3,500,000","$3,500,000",1,Series A,http://www.workstreamer.com,2
Predictify,https://www.crunchbase.com/organization/predictify,"Media and Entertainment, Sales and Marketing, Advertising","Redwood City, California, United States",Predictify is a prediction platform for users to predict the future and build a reputation based on the accuracy of them.,"34,631",03/01/2007,Closed,9,"Advertising, Marketing, Digital Media",2,1-10,03/25/2008,"$4,300,000","$4,300,000",3,Series A,http://www.predictify.com,1
Kango.com,https://www.crunchbase.com/organization/kango-com,Travel and Tourism,"Palo Alto, California, United States",Kango is a travel review operator based in Palo Alto.,"34,661",01/01/2002,Closed,,"Tourism, Travel",,,07/02/2008,"$3,950,000","$3,950,000",2,Series A,http://www.kango.com,1
Momo Networks,https://www.crunchbase.com/organization/momo-networks,"Information Technology, Community and Lifestyle, Education, Internet Services, Messaging and Telecommunications","San Francisco, California, United States",MOMO Board is a community message board platform.,"34,809",04/29/2009,Closed,,"Messaging, Communities, Collaboration, Education",1,1-10,08/31/2012,"$1,140,000","$1,620,000",,Series A,https://momoboard.com,2
Minekey,https://www.crunchbase.com/organization/minekey,"Media and Entertainment, Internet Services","Sunnyvale, California, United States",Minekey is a startup providing personalized search and social collaboration technologies.,"34,908",01/01/2005,Closed,5,"Social Network, Content, Collaboration",1,1-10,08/01/2007,"$3,000,000","$3,600,000",3,Series A,http://www.minekey.com,2
Glocal,https://www.crunchbase.com/organization/glocal,"Media and Entertainment, Community and Lifestyle, Software, Sports, Internet Services, Content and Publishing","Detroit, Michigan, United States",Glocal is an online destination enabling users to share and consume information on local things.,"35,176",09/01/2010,Closed,4,"Sports, Social Media, Local, News, File Sharing, Lifestyle",1,11-50,09/01/2011,"$1,000,000","$1,000,000",,Series A,http://glocal.com,1
Devver,https://www.crunchbase.com/organization/devver,"Software, Internet Services, Financial Services","Boulder, Colorado, United States",Devver is a service that turns developers’ existing desktop tools into cloud-based services.,"35,298",01/01/2008,Closed,3,"Finance, Web Development, Cloud Computing, Enterprise Software",,1-10,10/01/2008,"$500,000","$515,000",3,Series A,http://devver.net,2
Femta Pharmaceuticals,https://www.crunchbase.com/organization/femta-pharmaceuticals,"Biotechnology, Science and Engineering, Health Care","San Diego, California, United States",Femta Pharmaceuticals is a biotechnology company that develops protein therapeutics.,"35,409",01/01/2008,Closed,,"Pharmaceutical, Therapeutics, Biotechnology",,11-50,10/12/2010,"$22,000,000","$23,500,000",1,Series A,http://www.femtapharma.com,3
Carsala,https://www.crunchbase.com/organization/carsala,"Commerce and Shopping, Sales and Marketing, Transportation","Berkeley, California, United States",Carsala is an online used car service that supports buyers in the car research and purchase process.,"35,541",07/27/2009,Closed,1,"Sales, Automotive, E-Commerce",1,1-10,09/30/2008,"$300,000","$300,000",1,Series A,http://www.carsala.com,1
Adzilla,https://www.crunchbase.com/organization/adzilla,"Media and Entertainment, Sales and Marketing, Internet Services, Content and Publishing, Advertising","Brisbane, California, United States",Adzilla enables ISPs to deliver user behavioral and demographic info-based advertisements to publisher sites and advertising networks.,"35,612",01/01/2002,Closed,5,"Ad Network, Publishing, ISP, Advertising",,1-10,08/01/2007,"$10,250,000","$10,250,000",3,Series A,http://www.adzilla.com,1
Kinetic Global Markets,https://www.crunchbase.com/organization/kinetic-trading-strategies,Data and Analytics,"New York, New York, United States",Kinetic Global Markets applies computational finance techniques to massive amounts of textual data to extract semantic information.,"35,803",01/01/2010,Closed,1,Analytics,1,1-10,12/31/2010,"$2,999,000","$2,999,000",,Series A,http://www.kinetictradingllc.com,1
EventVue,https://www.crunchbase.com/organization/eventvue,"Media and Entertainment, Events, Financial Services","Boulder, Colorado, United States",EventVue builds online communities that improve conference networking by enabling attendees to search for and connect with others.,"36,092",05/01/2007,Closed,22,"FinTech, Finance, Events",2,,09/01/2007,"$440,000","$455,000",10,Series A,http://www.eventvue.com,2
Garnet Biotherapeutics,https://www.crunchbase.com/organization/garnet-biotherapeutics,"Biotechnology, Science and Engineering, Health Care","Malvern, Pennsylvania, United States",Garnet BioTherapeutics is a cell therapy company specializing in dermal-based regenerative therapy.,"36,285",01/01/2000,Closed,,"Biotechnology, Health Care, Medical",,1-10,02/03/2009,"$10,400,000","$10,400,000",4,Series A,http://www.garnetbio.com,1
RFinity,https://www.crunchbase.com/organization/rfinity,"Hardware, Software, Payments, Financial Services, Mobile","Idaho Falls, Idaho, United States","RFinity develops person-to-person, cell phone-based payment and identification apps to facilitate financial transactions.","36,840",10/01/2008,Closed,1,"Mobile Payments, NFC, Mobile",,11-50,02/01/2011,"$4,000,000","$4,000,000",1,Series A,http://www.rfinity.com,1
IMedExchange,https://www.crunchbase.com/organization/imedexchange,"Community and Lifestyle, Health Care","Seattle, Washington, United States","IMedExchange is an online community that provides physicians with resources, tools, and discussion forums.","36,984",01/01/2007,Closed,3,"Medical, Private Social Networking, Communities",2,11-50,11/06/2009,"$124,000","$2,624,000",,Series A,http://www.imedexchange.com,2
kwiry,https://www.crunchbase.com/organization/kwiry,"Media and Entertainment, Internet Services, Messaging and Telecommunications, Mobile","San Francisco, California, United States",kwiry is an online reminder service that turns text messages into reminders which users can retrieve online.,"36,993",01/01/2006,Closed,15,"Content, Search Engine, SMS, Mobile",2,11-50,03/20/2008,"$1,000,000","$2,000,000",1,Series A,http://www.kwiry.com,2
NuMe Health,https://www.crunchbase.com/organization/nume-health,"Biotechnology, Science and Engineering","New Orleans, Louisiana, United States",NuMe Health is a biotechnology company focused on medical foods for the special dietary requirements.,"37,053",01/01/2009,Closed,1,Biotechnology,1,1-10,05/16/2012,"$1,500,000","$2,175,000",1,Series A,http://www.numehealth.com,2
fatdoor,https://www.crunchbase.com/organization/fatdoor,Internet Services,"Palo Alto, California, United States",Fatdoor is a social network that connects neighbors.,"37,195",01/01/2007,Closed,8,"Web Hosting, Local",1,,11/14/2007,"$5,500,000","$5,500,000",1,Series A,http://fatdoor.com,1
Littlecast,https://www.crunchbase.com/organization/littlecast,"Apps, Media and Entertainment, Software, Video, Mobile","San Francisco, California, United States","Company was liquidated April 30, 2015","37,564",01/01/2013,Closed,1,"Mobile, Video, Apps",2,1-10,05/15/2014,,"$2,000,000",2,Series A,http://littlecast.com,2
Lighter Living,https://www.crunchbase.com/organization/lighter-living,Health Care,"Cambridge, Massachusetts, United States","Lighter Living is an online health and fitness platform offering tools, products, and information for women to lead a better life.","37,610",01/01/2008,Closed,1,Health Care,,1-10,11/20/2009,"$3,100,000","$3,100,000",2,Series A,http://lighterliving.com,1
Hark,https://www.crunchbase.com/organization/hark,"Media and Entertainment, Sports, Government and Military, Internet Services, Content and Publishing","Seattle, Washington, United States","Hark is a platform for sound bites, where anyone can discover, play and share their favorite audio moments on any device.","37,795",10/22/2007,Closed,12,"Politics, Social Media, Sports, News",2,11-50,11/01/2007,"$5,000,000","$5,000,000",1,Series A,http://www.hark.com,1
